Employee_ID,Job_Title,Department,Years_Experience,Performance_Tier,Annual_Salary_USD
EMP-76378,Software Engineer,Engineering,35.0,Level-3 (High),113883.82665994823
EMP-95032,Software Engineer,Finance,8.0,Level-3 (High),62437.924786002215
EMP-13079,Software Engineer,Finance,5.0,Level-3 (High),45049.386055509895
EMP-55434,software engineer,Marketing,1.0,Level-2 (Medium),35886.3400936262
EMP-14082,Project Manager,Human Resources,8.0,Level-1 (Low),40925.026086706035
EMP-82261,data analyst,N/A,35.0,Level-2 (Medium),25112.73570932305
EMP-72286,Software Engineer,Engineering,3.0,MISSING,130101.25248805569
EMP-94867,UNKNOWN,Marketing,1.0,Level-2 (Medium),39837.92817213606
EMP-87284,UNKNOWN,Engineering,5.0,Level-3 (High),26197.22341357738
EMP-55686,Software Engineer,Engineering,1.0,Level-1 (Low),103724.64740597902
EMP-11892,data analyst,Engineering,1.0,Level-2 (Medium),170044.77871965166
EMP-15129,Software Engineer,Engineering,3.0,Level-1 (Low),151634.37755588
EMP-75085,Data Analyst,Human Resources,,MISSING,51858.43309857173
EMP-84260,data analyst,Engineering,8.0,MISSING,102597.14939477223
EMP-12320,Software Engineer,Engineering,1.0,Level-2 (Medium),168764.36686590096
EMP-96106,Software Engineer,Marketing,8.0,Level-1 (Low),111849.08302881084
EMP-18384,software engineer,Engineering,3.0,Level-2 (Medium),138129.24577862868
EMP-90799,Project Manager,Finance,3.0,Level-2 (Medium),76389.89217447647
EMP-27204,Data Analyst,Engineering,3.0,Level-2 (Medium),110584.03563542254
EMP-25460,Software Engineer,Human Resources,5.0,Level-2 (Medium),164818.8628290648
EMP-12039,Software Engineer,Marketing,35.0,Level-1 (Low),66937.9452028959
EMP-35384,Data Analyst,Engineering,1.0,Level-2 (Medium),77397.52325109602
EMP-84246,software engineer,Engineering,,Level-2 (Medium),151964.35506978477
EMP-94748,SOFTWARE ENGINEER,Marketing,1.0,Level-2 (Medium),152282.10952390067
EMP-61712,  Manager  ,Marketing,12.0,MISSING,98821.75094554262
EMP-31612,  Manager  ,Finance,3.0,Level-2 (Medium),164357.32428773434
EMP-98609,data analyst,Finance,3.0,Level-3 (High),48038.43737263452
EMP-27656,Data Analyst,Marketing,5.0,Level-3 (High),157096.7937340424
EMP-63820,software engineer,Human Resources,3.0,Level-2 (Medium),80072.20211234258
EMP-65423,Software Engineer,Finance,1.0,Level-3 (High),83495.25632531037
EMP-79270,Project Manager,Engineering,1.0,Level-1 (Low),35696.39313870269
EMP-74634,  Manager  ,Engineering,35.0,Level-1 (Low),30192.857428755247
EMP-13745,data analyst,Engineering,1.0,Level-1 (Low),34577.377000163324
EMP-65123,Software Engineer,Engineering,35.0,Level-2 (Medium),85664.99974494879
EMP-45103,software engineer,Marketing,,Level-1 (Low),67112.7230667593
EMP-89108,  Manager  ,Engineering,1.0,Level-2 (Medium),109185.1243170566
EMP-75288,software engineer,Finance,5.0,Level-3 (High),80974.76314548691
EMP-70246,software engineer,Engineering,8.0,Level-1 (Low),110890.03306862
EMP-91556,data analyst,Engineering,35.0,Level-2 (Medium),125335.52816206455
EMP-31969,Data Analyst,Marketing,5.0,Level-2 (Medium),29609.384912293935
EMP-91783,Software Engineer,Engineering,5.0,Level-3 (High),145565.27684439073
EMP-77673,software engineer,Marketing,3.0,Level-3 (High),39272.773401797065
EMP-44124,  Manager  ,Human Resources,3.0,Level-2 (Medium),30398.48344804419
EMP-22804,software engineer,N/A,1.0,Level-1 (Low),75320.90207681805
EMP-57640,Data Analyst,Engineering,3.0,Level-2 (Medium),88906.50233754344
EMP-79134,,Engineering,3.0,Level-2 (Medium),
EMP-76263,UNKNOWN,Engineering,-2.0,Level-2 (Medium),51728.68727948359
EMP-47186,software engineer,Human Resources,1.0,Level-3 (High),59832.401222640554
EMP-13013,Software Engineer,Engineering,5.0,Level-2 (Medium),94471.60528078768
EMP-10926,data analyst,Marketing,1.0,Level-1 (Low),119338.0941464634
EMP-19289,UNKNOWN,Human Resources,5.0,Level-1 (Low),100656.25554714257
EMP-17354,data analyst,N/A,,Level-3 (High),44253.071682385445
EMP-21132,software engineer,Human Resources,5.0,Level-2 (Medium),161324.87844106834
EMP-56629,data analyst,Finance,3.0,Level-3 (High),131877.67840689418
EMP-18531,Project Manager,Finance,3.0,Level-1 (Low),183800.41540395742
EMP-96350,Software Engineer,Marketing,8.0,MISSING,43601.822421212244
EMP-38656,Software Engineer,Engineering,5.0,MISSING,145707.12671041928
EMP-68261,Project Manager,Engineering,3.0,Level-1 (Low),105540.87389560392
EMP-54550,Project Manager,Engineering,35.0,Level-3 (High),87385.18499969336
EMP-93367,Software Engineer,Engineering,5.0,Level-1 (Low),103621.23848318656
EMP-56884,SOFTWARE ENGINEER,Finance,,Level-1 (Low),111402.0616219296
EMP-34158,UNKNOWN,Engineering,8.0,Level-1 (Low),90981.64229484057
EMP-30276,Project Manager,Marketing,35.0,Level-1 (Low),139345.69667026267
EMP-94864,Data Analyst,Finance,8.0,Level-1 (Low),68850.4090832349
EMP-38635,software engineer,Finance,1.0,Level-2 (Medium),31118.530783043196
EMP-97993,UNKNOWN,Engineering,8.0,Level-2 (Medium),36813.25051538753
EMP-58326,data analyst,Human Resources,3.0,Level-2 (Medium),89431.7259325484
EMP-39842,data analyst,Finance,5.0,Level-2 (Medium),172668.6634405215
EMP-47405,software engineer,Engineering,35.0,Level-1 (Low),25062.200108654906
EMP-18807,data analyst,Engineering,8.0,Level-2 (Medium),141088.02919512568
EMP-79770,SOFTWARE ENGINEER,Finance,1.0,Level-2 (Medium),78894.19325831805
EMP-71302,Software Engineer,Engineering,,Level-1 (Low),98762.43904790274
EMP-10752,  Manager  ,Engineering,8.0,Level-3 (High),56237.53552762569
EMP-46596,Data Analyst,Human Resources,8.0,Level-1 (Low),51430.62097275415
EMP-56858,data analyst,N/A,3.0,Level-1 (Low),130425.14123395996
EMP-38446,Software Engineer,N/A,1.0,Level-1 (Low),49583.272933991335
EMP-23015,Data Analyst,N/A,5.0,Level-3 (High),149872.21394335627
EMP-90894,Software Engineer,Engineering,12.0,Level-1 (Low),62584.673087972435
EMP-77102,SOFTWARE ENGINEER,Finance,8.0,Level-1 (Low),52768.60598644216
EMP-86973,Software Engineer,Marketing,3.0,Level-3 (High),131469.71360608476
EMP-12080,  Manager  ,Finance,3.0,Level-3 (High),138974.28279458388
EMP-55410,software engineer,Finance,1.0,Level-2 (Medium),95748.87817971216
EMP-11968,Data Analyst,Marketing,3.0,Level-2 (Medium),169007.83914267682
EMP-88059,Data Analyst,Engineering,99.0,Level-1 (Low),95004.39156484777
EMP-63458,Data Analyst,Human Resources,8.0,Level-2 (Medium),59690.145471412136
EMP-90581,UNKNOWN,Engineering,1.0,Level-1 (Low),38324.62804375485
EMP-48556,Software Engineer,Engineering,3.0,Level-3 (High),59882.26937763628
EMP-89091,SOFTWARE ENGINEER,Engineering,35.0,Level-1 (Low),145894.63640776806
EMP-77797,SOFTWARE ENGINEER,Finance,12.0,Level-1 (Low),171184.94953986915
EMP-50079,Software Engineer,Finance,12.0,Level-3 (High),145246.07121525315
EMP-11786,Data Analyst,Marketing,5.0,Level-3 (High),55735.531759668855
EMP-99551,  Manager  ,Engineering,1.0,Level-1 (Low),119031.3916979774
EMP-48735,SOFTWARE ENGINEER,Finance,1.0,Level-3 (High),89083.12865697723
EMP-68594,software engineer,Engineering,12.0,Level-1 (Low),174538.99452286793
EMP-51876,Software Engineer,Engineering,1.0,Level-1 (Low),60129.76929796814
EMP-62541,Data Analyst,Engineering,5.0,Level-1 (Low),70968.08307165906
EMP-44187,Software Engineer,Human Resources,12.0,MISSING,173493.02775877182
EMP-52337,Data Analyst,Finance,1.0,MISSING,183105.2551310893
EMP-59153,Project Manager,Engineering,8.0,Level-1 (Low),50732.78835788095
EMP-21596,Data Analyst,Finance,1.0,Level-2 (Medium),163618.5929759107
EMP-38542,SOFTWARE ENGINEER,Finance,5.0,Level-2 (Medium),85846.11270500913
EMP-18030,software engineer,Finance,1.0,Level-2 (Medium),170419.06557609656
EMP-11352,software engineer,Marketing,3.0,Level-2 (Medium),101228.86892871361
EMP-65130,software engineer,Human Resources,8.0,Level-2 (Medium),164569.06061899505
EMP-72569,data analyst,Finance,3.0,Level-3 (High),42921.54715900791
EMP-76063,Software Engineer,Engineering,12.0,Level-2 (Medium),170240.38250772035
EMP-49626,Software Engineer,N/A,12.0,Level-1 (Low),135413.06957090058
EMP-82942,SOFTWARE ENGINEER,Engineering,3.0,Level-1 (Low),150902.77003290877
EMP-51437,SOFTWARE ENGINEER,N/A,5.0,Level-1 (Low),26197.74094192584
EMP-43982,  Manager  ,Engineering,1.0,Level-2 (Medium),139318.91910972632
EMP-52258,Software Engineer,Engineering,12.0,Level-1 (Low),152308.2094520059
EMP-48814,Data Analyst,Engineering,1.0,Level-2 (Medium),70772.4862949335
EMP-98686,Project Manager,Finance,1.0,Level-2 (Medium),82101.79601890083
EMP-70214,software engineer,Engineering,1.0,Level-2 (Medium),92128.59500000747
EMP-64667,Data Analyst,Human Resources,3.0,Level-2 (Medium),78921.35567005759
EMP-95557,Software Engineer,Finance,5.0,Level-2 (Medium),90485.39493211336
EMP-23401,software engineer,Engineering,,Level-3 (High),78006.72280755675
EMP-45606,Software Engineer,Human Resources,3.0,Level-3 (High),55279.35285683333
EMP-74702,SOFTWARE ENGINEER,Engineering,99.0,Level-1 (Low),132702.81876209186
EMP-82551,Data Analyst,Engineering,3.0,Level-2 (Medium),127473.82080348149
EMP-11322,Data Analyst,Finance,3.0,Level-3 (High),177188.90779926124
EMP-73989,software engineer,N/A,3.0,Level-3 (High),102020.39134234024
EMP-78173,  Manager  ,N/A,3.0,Level-3 (High),72871.38630409185
EMP-77129,data analyst,Engineering,99.0,Level-1 (Low),85298.58669279565
EMP-87462,Project Manager,Engineering,8.0,Level-3 (High),99715.96869714228
EMP-76118,data analyst,Engineering,3.0,Level-2 (Medium),182875.1934632271
EMP-90414,data analyst,Engineering,5.0,Level-2 (Medium),67418.18290372727
EMP-67864,software engineer,Finance,1.0,Level-1 (Low),119387.52216788215
EMP-28902,Project Manager,N/A,8.0,Level-3 (High),90432.53897907573
EMP-21738,UNKNOWN,Engineering,1.0,Level-3 (High),41298.92504568785
EMP-57255,software engineer,Engineering,5.0,Level-2 (Medium),101539.81586772682
EMP-74152,SOFTWARE ENGINEER,Marketing,5.0,Level-3 (High),112009.02526831393
EMP-60359,UNKNOWN,Finance,35.0,Level-2 (Medium),137786.36793795924
EMP-92296,Software Engineer,Engineering,3.0,Level-2 (Medium),172781.669039333
EMP-67818,software engineer,N/A,5.0,Level-3 (High),157367.2445990275
EMP-76053,Project Manager,Engineering,8.0,Level-1 (Low),122174.81279146616
EMP-23767,Project Manager,Marketing,8.0,Level-3 (High),79963.36772685043
EMP-32134,Data Analyst,Engineering,5.0,Level-1 (Low),28516.07772326952
EMP-69464,Software Engineer,Finance,8.0,Level-3 (High),27126.5465563377
EMP-66364,SOFTWARE ENGINEER,Finance,3.0,Level-1 (Low),162573.02859616966
EMP-15708,  Manager  ,Marketing,5.0,Level-3 (High),131670.21390075015
EMP-43586,data analyst,Finance,12.0,Level-2 (Medium),97991.99640495605
EMP-98216,Data Analyst,Finance,1.0,Level-2 (Medium),105559.07852827117
EMP-12727,data analyst,Engineering,-2.0,Level-2 (Medium),116728.28757102872
EMP-40054,software engineer,Marketing,3.0,Level-3 (High),52815.081655028065
EMP-16906,Data Analyst,Engineering,8.0,Level-2 (Medium),142288.27481520432
EMP-34955,SOFTWARE ENGINEER,Engineering,3.0,Level-2 (Medium),51812.83866985204
EMP-49494,Software Engineer,N/A,99.0,Level-2 (Medium),40484.943740915754
EMP-55226,SOFTWARE ENGINEER,Engineering,35.0,Level-2 (Medium),152360.63119944392
EMP-49321,UNKNOWN,Finance,5.0,Level-3 (High),37999.40120177207
EMP-62451,Software Engineer,Human Resources,5.0,Level-3 (High),34617.80755312155
EMP-39222,Data Analyst,Finance,3.0,Level-2 (Medium),133184.54351550672
EMP-76399,software engineer,Finance,5.0,Level-2 (Medium),117331.1884595071
EMP-64804,data analyst,Engineering,1.0,Level-3 (High),30002.928890950643
EMP-96434,SOFTWARE ENGINEER,Human Resources,3.0,Level-1 (Low),145018.88368715998
EMP-36699,  Manager  ,N/A,8.0,Level-3 (High),114224.5836549033
EMP-10683,  Manager  ,Human Resources,,Level-2 (Medium),167185.81645104516
EMP-50924,data analyst,Engineering,3.0,Level-2 (Medium),37225.91787905971
EMP-22969,software engineer,Engineering,8.0,Level-1 (Low),72249.1359753393
EMP-35410,UNKNOWN,Engineering,3.0,Level-1 (Low),145203.4204742637
EMP-52947,software engineer,Engineering,,Level-1 (Low),175886.25835257
EMP-74723,,Marketing,8.0,Level-2 (Medium),
EMP-21423,software engineer,Finance,8.0,Level-3 (High),177369.80597627346
EMP-26467,SOFTWARE ENGINEER,Engineering,-2.0,Level-1 (Low),92615.76575674866
EMP-98562,Project Manager,Engineering,1.0,Level-2 (Medium),36932.02915571275
EMP-74146,Software Engineer,Finance,12.0,Level-2 (Medium),50455.047632945134
EMP-88799,data analyst,Engineering,1.0,Level-2 (Medium),94347.44954924281
EMP-25620,Software Engineer,Engineering,5.0,Level-2 (Medium),175400.54769185753
EMP-81591,SOFTWARE ENGINEER,Engineering,3.0,Level-3 (High),68421.53822911487
EMP-72124,Data Analyst,Engineering,8.0,MISSING,157364.17570464258
EMP-40317,software engineer,Finance,8.0,Level-3 (High),176323.24345722384
EMP-13124,Software Engineer,Marketing,5.0,Level-3 (High),83464.67370064202
EMP-75833,,Finance,5.0,Level-3 (High),
EMP-31322,Project Manager,Engineering,5.0,Level-3 (High),143983.4720787101
EMP-95216,,Engineering,1.0,Level-3 (High),
EMP-98458,,Engineering,3.0,Level-1 (Low),
EMP-94855,,Finance,3.0,Level-3 (High),
EMP-89674,SOFTWARE ENGINEER,Finance,5.0,Level-2 (Medium),102774.099610544
EMP-89303,software engineer,Engineering,12.0,Level-2 (Medium),149687.7228323726
EMP-47664,Project Manager,Engineering,1.0,Level-1 (Low),43541.90810179248
EMP-79367,,Engineering,3.0,Level-1 (Low),
EMP-15151,Software Engineer,Marketing,3.0,Level-3 (High),43448.72441049045
EMP-63799,Project Manager,Engineering,,Level-2 (Medium),141892.7541888632
EMP-13310,UNKNOWN,Engineering,5.0,Level-3 (High),66354.10790163724
EMP-12297,UNKNOWN,Finance,3.0,Level-3 (High),56991.3704997076
EMP-51278,data analyst,Human Resources,8.0,Level-2 (Medium),65179.07152088916
EMP-33184,SOFTWARE ENGINEER,Marketing,8.0,Level-3 (High),157288.88654219283
EMP-84292,data analyst,Engineering,1.0,Level-3 (High),172137.7801393628
EMP-49762,Data Analyst,Finance,1.0,Level-2 (Medium),141854.2674583025
EMP-65328,Data Analyst,Finance,1.0,Level-3 (High),35752.6329265599
EMP-73677,Software Engineer,Marketing,1.0,Level-3 (High),123400.1370054275
EMP-15338,Data Analyst,Human Resources,1.0,MISSING,70813.35881649119
EMP-78650,data analyst,Human Resources,3.0,Level-1 (Low),97805.73018495101
EMP-40158,  Manager  ,N/A,1.0,Level-1 (Low),136765.45899451128
EMP-42228,UNKNOWN,Marketing,,Level-1 (Low),92963.38981953172
EMP-12364,UNKNOWN,Engineering,99.0,Level-2 (Medium),98066.03749026968
EMP-21836,Project Manager,Engineering,12.0,Level-2 (Medium),60598.95157577364
EMP-99136,software engineer,Engineering,5.0,Level-1 (Low),118097.82010642346
EMP-46231,Data Analyst,Marketing,12.0,Level-1 (Low),44341.70730601865
EMP-68204,Data Analyst,Finance,3.0,Level-2 (Medium),80425.67986471343
EMP-46380,Project Manager,Marketing,99.0,Level-1 (Low),145688.03230581502
EMP-73181,Software Engineer,N/A,12.0,Level-1 (Low),126026.6870216099
EMP-68293,Data Analyst,Marketing,5.0,Level-2 (Medium),114532.5581458596
EMP-41662,Software Engineer,Engineering,8.0,Level-1 (Low),81472.89359522701
EMP-98597,Software Engineer,Engineering,3.0,MISSING,30029.722447694345
EMP-61179,software engineer,Finance,35.0,Level-2 (Medium),167858.21992681472
EMP-20050,UNKNOWN,Marketing,,Level-1 (Low),170028.150851288
EMP-62740,SOFTWARE ENGINEER,Finance,12.0,Level-1 (Low),47570.58345682571
EMP-99066,data analyst,Engineering,1.0,Level-2 (Medium),104272.34675836284
EMP-44179,UNKNOWN,Human Resources,,Level-2 (Medium),41911.860301441615
EMP-57568,software engineer,Marketing,3.0,Level-2 (Medium),151405.73426953529
EMP-89830,software engineer,Marketing,1.0,Level-2 (Medium),137952.60007642026
EMP-42048,Software Engineer,Engineering,35.0,Level-1 (Low),56462.98500413302
EMP-25878,software engineer,Engineering,-2.0,Level-2 (Medium),104221.28361203974
EMP-47908,  Manager  ,Engineering,5.0,Level-1 (Low),133220.15946436964
EMP-13089,Software Engineer,Finance,8.0,Level-2 (Medium),180815.04327193234
EMP-40263,data analyst,Engineering,1.0,Level-2 (Medium),106124.26607777111
EMP-27982,software engineer,Engineering,5.0,Level-3 (High),163888.06677275233
EMP-14067,SOFTWARE ENGINEER,Marketing,8.0,Level-3 (High),46224.26591907608
EMP-65951,software engineer,Engineering,35.0,Level-3 (High),181118.72324993892
EMP-40715,software engineer,Marketing,,Level-2 (Medium),48224.79515809524
EMP-96486,,Finance,3.0,MISSING,
EMP-32477,Project Manager,Engineering,5.0,MISSING,59442.171232435416
EMP-95446,Project Manager,Marketing,-2.0,Level-2 (Medium),125788.21516860204
EMP-87902,software engineer,Engineering,5.0,Level-2 (Medium),150887.73607444103
EMP-53575,SOFTWARE ENGINEER,Finance,35.0,Level-1 (Low),51505.43009218776
EMP-70967,Software Engineer,Engineering,5.0,Level-2 (Medium),89649.33999421932
EMP-14242,Software Engineer,Engineering,8.0,MISSING,53130.55598705329
EMP-24928,software engineer,N/A,8.0,Level-3 (High),181776.98977618385
EMP-86582,software engineer,Marketing,3.0,Level-1 (Low),148035.61741376747
EMP-84864,software engineer,Engineering,1.0,MISSING,156267.58310294183
EMP-99303,software engineer,Engineering,1.0,Level-1 (Low),71682.458223028
EMP-55351,Software Engineer,Engineering,12.0,Level-1 (Low),98243.30590311685
EMP-57621,data analyst,Marketing,12.0,Level-3 (High),49444.788890753305
EMP-48446,software engineer,Human Resources,3.0,Level-3 (High),170061.04911456752
EMP-99069,Project Manager,Marketing,8.0,Level-3 (High),69577.61961252002
EMP-53505,Data Analyst,Engineering,5.0,Level-2 (Medium),141283.285105329
EMP-84755,UNKNOWN,Engineering,,Level-2 (Medium),140085.92755319522
EMP-23466,data analyst,Engineering,5.0,Level-1 (Low),55350.87352669089
EMP-12646,Data Analyst,Marketing,3.0,Level-1 (Low),68605.75395356491
EMP-41513,Data Analyst,Engineering,8.0,Level-3 (High),175136.6922963146
EMP-91129,data analyst,Finance,1.0,Level-2 (Medium),159286.41252573355
EMP-42877,Software Engineer,Finance,1.0,Level-2 (Medium),173639.8299365177
EMP-67488,  Manager  ,Finance,5.0,Level-3 (High),94659.69886500361
EMP-72645,UNKNOWN,Finance,35.0,Level-1 (Low),44177.035196145305
EMP-79458,Software Engineer,Engineering,12.0,Level-2 (Medium),43927.509211471726
EMP-31712,software engineer,Marketing,3.0,Level-3 (High),32323.078383560696
EMP-71783,Project Manager,Human Resources,35.0,Level-3 (High),149491.7994374736
EMP-38420,  Manager  ,Finance,3.0,Level-2 (Medium),87897.30521473303
EMP-20693,Software Engineer,Human Resources,35.0,Level-2 (Medium),84863.64995058693
EMP-22172,Data Analyst,Marketing,35.0,Level-1 (Low),118382.16511339539
EMP-67311,Software Engineer,Engineering,35.0,Level-1 (Low),25143.79662732031
EMP-48318,software engineer,Engineering,8.0,Level-2 (Medium),122227.69453909583
EMP-53869,software engineer,Finance,8.0,Level-2 (Medium),148206.97008500493
EMP-11709,software engineer,Finance,8.0,Level-2 (Medium),179398.92993540928
EMP-58398,UNKNOWN,Engineering,5.0,Level-3 (High),42086.169789163214
EMP-74095,Software Engineer,Engineering,3.0,Level-3 (High),39455.36570003579
EMP-24843,Data Analyst,Finance,1.0,Level-3 (High),38408.93450473075
EMP-26994,Software Engineer,Engineering,1.0,Level-2 (Medium),68280.11345044766
EMP-73491,Software Engineer,Engineering,35.0,Level-3 (High),73181.87214878704
EMP-35234,Software Engineer,Marketing,3.0,Level-2 (Medium),182460.31290995894
EMP-52272,software engineer,Marketing,1.0,Level-3 (High),62412.45751578161
